conflict_phase,total_fare_usd
Pre-Pandemic Baseline,482.32
Pre-Pandemic Baseline,490.11
Pre-Pandemic Baseline,478.33
Pre-Pandemic Baseline,420.18
Pre-Pandemic Baseline,480.22
COVID-19 Collapse,142.37
COVID-19 Collapse,181.69
COVID-19 Collapse,201.67
COVID-19 Collapse,144.66
COVID-19 Collapse,224.95
COVID-19 Collapse,129.33
COVID-19 Collapse,121.65
COVID-19 Collapse,161.62
COVID-19 Collapse,181.14
COVID-19 Collapse,156.69
COVID-19 Collapse,167.51
COVID-19 Collapse,221.86
COVID-19 Collapse,265.16
COVID-19 Collapse,173.61
COVID-19 Collapse,265.61
Recovery & Surge,607.75
Recovery & Surge,636.99
Recovery & Surge,523.24
Recovery & Surge,550.64
Recovery & Surge,647.91
Recovery & Surge,684.41
Recovery & Surge,561.79
Recovery & Surge,516.99
Recovery & Surge,517.66
Ukraine War Shock,866.01
Ukraine War Shock,805.26
Ukraine War Shock,763.48
Ukraine War Shock,847.68
Ukraine War Shock,692.88
Ukraine War Shock,755.44
Ukraine War Shock,644.71
Ukraine War Shock,789.97
Ukraine War Shock,630.14
Ukraine War Shock,726.48
Stabilisation,547.74
Stabilisation,513.35
Stabilisation,561.41
Stabilisation,512.81
Stabilisation,575.6
Stabilisation,572.35
Stabilisation,523.29
Stabilisation,527.54
Stabilisation,518.59
Gaza-Israel Conflict,523.04
Gaza-Israel Conflict,501.25
Gaza-Israel Conflict,561.34
Gaza-Israel Conflict,579.08
Gaza-Israel Conflict,511.57
Gaza-Israel Conflict,572.28
Gaza-Israel Conflict,499.19
Gaza-Israel Conflict,524.21
Gaza-Israel Conflict,515.67
Gaza-Israel Conflict,545.36
Gaza-Israel Conflict,534.36
Gaza-Israel Conflict,527.17
Gaza-Israel Conflict,628.59
Gaza-Israel Conflict,560.05
Pre-Iran Escalation,526.25
Pre-Iran Escalation,592.91
Pre-Iran Escalation,606.69
Pre-Iran Escalation,598.23
Pre-Iran Escalation,553.17
Pre-Iran Escalation,609.99
Pre-Iran Escalation,508.88
Pre-Iran Escalation,499.04
Pre-Iran Escalation,513.88
Pre-Iran Escalation,576.27
Pre-Iran Escalation,504.27
Pre-Iran Escalation,602.13
US-Iran War Conflict,1329.7
US-Iran War Conflict,1001.27
US-Iran War Conflict,1191.27
US-Iran War Conflict,1513.16
Pre-Pandemic Baseline,64.58
Pre-Pandemic Baseline,71.17
Pre-Pandemic Baseline,72.56
Pre-Pandemic Baseline,63.62
Pre-Pandemic Baseline,69.35
Pre-Pandemic Baseline,64.1
Pre-Pandemic Baseline,59.2
Pre-Pandemic Baseline,68.72
Pre-Pandemic Baseline,71.18
Pre-Pandemic Baseline,60.73
Pre-Pandemic Baseline,59.89
Pre-Pandemic Baseline,60.3
Pre-Pandemic Baseline,67.63
Pre-Pandemic Baseline,61.01
COVID-19 Collapse,22.27
COVID-19 Collapse,19.1
COVID-19 Collapse,24.83
COVID-19 Collapse,28.66
COVID-19 Collapse,24.83
COVID-19 Collapse,26.69
COVID-19 Collapse,27.96
COVID-19 Collapse,27.45
COVID-19 Collapse,30.89
COVID-19 Collapse,18.41
COVID-19 Collapse,35.66
COVID-19 Collapse,32.16
COVID-19 Collapse,19.37
COVID-19 Collapse,20.3
COVID-19 Collapse,38.79
Recovery & Surge,81.97
Recovery & Surge,86.51
Recovery & Surge,79.78
Recovery & Surge,83.41
Recovery & Surge,84.21
Recovery & Surge,84.92
Recovery & Surge,81.79
Recovery & Surge,73.75
Recovery & Surge,81.32
Ukraine War Shock,107.13
Ukraine War Shock,112.31
Ukraine War Shock,91.0
Ukraine War Shock,104.69
Ukraine War Shock,101.73
Ukraine War Shock,95.73
Ukraine War Shock,86.85
Ukraine War Shock,96.09
Ukraine War Shock,92.29
Ukraine War Shock,88.73
Stabilisation,69.32
Stabilisation,65.14
Stabilisation,74.85
Stabilisation,69.17
Stabilisation,72.57
Stabilisation,80.18
Stabilisation,77.33
Stabilisation,79.01
Stabilisation,68.04
Gaza-Israel Conflict,71.57
Gaza-Israel Conflict,66.96
Gaza-Israel Conflict,72.65
Gaza-Israel Conflict,64.5
Gaza-Israel Conflict,67.35
Gaza-Israel Conflict,70.91
Gaza-Israel Conflict,67.37
Gaza-Israel Conflict,65.03
Gaza-Israel Conflict,76.58
Gaza-Israel Conflict,71.89
Gaza-Israel Conflict,68.28
Gaza-Israel Conflict,69.14
Gaza-Israel Conflict,82.73
Gaza-Israel Conflict,77.36
Pre-Iran Escalation,65.34
Pre-Iran Escalation,68.66
Pre-Iran Escalation,76.73
Pre-Iran Escalation,72.57
Pre-Iran Escalation,82.58
Pre-Iran Escalation,84.8
Pre-Iran Escalation,73.95
Pre-Iran Escalation,84.74
Pre-Iran Escalation,71.88
Pre-Iran Escalation,72.55
Pre-Iran Escalation,73.46
Pre-Iran Escalation,80.27
US-Iran War Conflict,164.44
US-Iran War Conflict,139.79
US-Iran War Conflict,211.96
US-Iran War Conflict,161.6
Pre-Pandemic Baseline,135.2
Pre-Pandemic Baseline,139.86
Pre-Pandemic Baseline,148.66
Pre-Pandemic Baseline,142.37
Pre-Pandemic Baseline,141.39
Pre-Pandemic Baseline,130.02
Pre-Pandemic Baseline,132.3
Pre-Pandemic Baseline,137.05
Pre-Pandemic Baseline,132.01
Pre-Pandemic Baseline,129.37
Pre-Pandemic Baseline,133.44
Pre-Pandemic Baseline,129.26
Pre-Pandemic Baseline,135.97
Pre-Pandemic Baseline,144.36
COVID-19 Collapse,57.52
COVID-19 Collapse,42.23
COVID-19 Collapse,51.69
COVID-19 Collapse,36.09
COVID-19 Collapse,44.8
COVID-19 Collapse,65.05
COVID-19 Collapse,61.79
COVID-19 Collapse,46.63
COVID-19 Collapse,60.59
COVID-19 Collapse,59.13
COVID-19 Collapse,69.2
COVID-19 Collapse,80.52
COVID-19 Collapse,66.18
COVID-19 Collapse,43.16
COVID-19 Collapse,79.2
Recovery & Surge,167.52
Recovery & Surge,146.21
Recovery & Surge,175.12
Recovery & Surge,142.11
Recovery & Surge,180.53
Recovery & Surge,173.53
Recovery & Surge,159.26
Recovery & Surge,174.46
Recovery & Surge,177.04
Ukraine War Shock,232.73
Ukraine War Shock,210.57
Ukraine War Shock,212.37
Ukraine War Shock,223.59
Ukraine War Shock,174.74
Ukraine War Shock,179.4
Ukraine War Shock,184.35
Ukraine War Shock,215.66
Ukraine War Shock,197.26
Ukraine War Shock,219.57
Stabilisation,162.85
Stabilisation,149.24
Stabilisation,165.81
Stabilisation,140.39
Stabilisation,142.83
Stabilisation,168.59
Stabilisation,157.02
Stabilisation,154.21
Stabilisation,145.18
Gaza-Israel Conflict,146.9
Gaza-Israel Conflict,135.0
Gaza-Israel Conflict,130.91
Gaza-Israel Conflict,151.96
Gaza-Israel Conflict,145.16
Gaza-Israel Conflict,179.34
Gaza-Israel Conflict,159.56
Gaza-Israel Conflict,145.74
Gaza-Israel Conflict,152.02
Gaza-Israel Conflict,131.4
Gaza-Israel Conflict,158.22
Gaza-Israel Conflict,128.15
Gaza-Israel Conflict,155.69
Gaza-Israel Conflict,141.63
Pre-Iran Escalation,135.96
Pre-Iran Escalation,157.58
Pre-Iran Escalation,147.04
Pre-Iran Escalation,139.1
Pre-Iran Escalation,145.0
Pre-Iran Escalation,169.38
Pre-Iran Escalation,168.11
Pre-Iran Escalation,157.56
Pre-Iran Escalation,140.6
Pre-Iran Escalation,185.45
Pre-Iran Escalation,145.8
Pre-Iran Escalation,148.11
US-Iran War Conflict,361.84
US-Iran War Conflict,267.47
US-Iran War Conflict,350.75
US-Iran War Conflict,341.33
Pre-Pandemic Baseline,3316.18
Pre-Pandemic Baseline,3492.44
Pre-Pandemic Baseline,3241.87
Pre-Pandemic Baseline,3403.93
Pre-Pandemic Baseline,3399.98
Pre-Pandemic Baseline,3453.14
Pre-Pandemic Baseline,3222.29
Pre-Pandemic Baseline,3278.82
Pre-Pandemic Baseline,3774.49
Pre-Pandemic Baseline,3349.06
Pre-Pandemic Baseline,3321.73
Pre-Pandemic Baseline,3680.2
Pre-Pandemic Baseline,3568.95
Pre-Pandemic Baseline,3272.75
COVID-19 Collapse,1293.12
COVID-19 Collapse,1018.15
COVID-19 Collapse,853.07
COVID-19 Collapse,1382.12
COVID-19 Collapse,833.95
COVID-19 Collapse,1566.85
COVID-19 Collapse,1459.65
COVID-19 Collapse,1176.96
COVID-19 Collapse,1301.58
COVID-19 Collapse,1490.07
COVID-19 Collapse,1180.56
COVID-19 Collapse,1651.74
COVID-19 Collapse,1305.17
COVID-19 Collapse,1099.13
COVID-19 Collapse,1875.66
Recovery & Surge,4004.52
Recovery & Surge,4026.46
Recovery & Surge,3540.21
Recovery & Surge,4544.87
Recovery & Surge,4757.79
Recovery & Surge,4824.19
Recovery & Surge,4604.84
Recovery & Surge,4190.1
Recovery & Surge,4314.3
Ukraine War Shock,6545.03
Ukraine War Shock,6276.08
Ukraine War Shock,5050.03
Ukraine War Shock,5553.85
Ukraine War Shock,4796.26
Ukraine War Shock,5340.75
Ukraine War Shock,4391.11
Ukraine War Shock,5003.98
Ukraine War Shock,5089.36
Ukraine War Shock,5003.61
Stabilisation,3685.78
Stabilisation,4135.35
Stabilisation,4171.36
Stabilisation,3610.27
Stabilisation,4268.28
Stabilisation,4124.53
Stabilisation,4153.42
Stabilisation,3925.85
Stabilisation,4069.5
Gaza-Israel Conflict,3576.94
Gaza-Israel Conflict,3763.34
Gaza-Israel Conflict,3776.11
Gaza-Israel Conflict,3377.81
Gaza-Israel Conflict,3871.09
Gaza-Israel Conflict,3944.5
Gaza-Israel Conflict,3632.04
Gaza-Israel Conflict,3794.88
Gaza-Israel Conflict,3698.72
Gaza-Israel Conflict,3463.75
Gaza-Israel Conflict,4253.37
Gaza-Israel Conflict,4063.57
Gaza-Israel Conflict,3568.78
Gaza-Israel Conflict,4239.88
Pre-Iran Escalation,4045.7
Pre-Iran Escalation,3483.06
Pre-Iran Escalation,4374.64
Pre-Iran Escalation,4026.2
Pre-Iran Escalation,4413.64
Pre-Iran Escalation,3853.84
Pre-Iran Escalation,4033.33
Pre-Iran Escalation,3864.22
Pre-Iran Escalation,3492.83
Pre-Iran Escalation,3721.3
Pre-Iran Escalation,4513.62
Pre-Iran Escalation,4149.12
US-Iran War Conflict,8513.48
US-Iran War Conflict,7858.78
US-Iran War Conflict,9795.97
US-Iran War Conflict,10016.61
Pre-Pandemic Baseline,1237.69
Pre-Pandemic Baseline,1397.69
Pre-Pandemic Baseline,1281.7
Pre-Pandemic Baseline,1348.35
Pre-Pandemic Baseline,1385.49
Pre-Pandemic Baseline,1335.5
Pre-Pandemic Baseline,1414.19
Pre-Pandemic Baseline,1236.01
Pre-Pandemic Baseline,1200.11
Pre-Pandemic Baseline,1291.31
Pre-Pandemic Baseline,1349.12
Pre-Pandemic Baseline,1442.23
Pre-Pandemic Baseline,1319.59
Pre-Pandemic Baseline,1231.17
COVID-19 Collapse,499.78
COVID-19 Collapse,355.94
COVID-19 Collapse,519.38
COVID-19 Collapse,598.98
COVID-19 Collapse,630.38
COVID-19 Collapse,510.46
COVID-19 Collapse,713.59
COVID-19 Collapse,474.94
COVID-19 Collapse,616.33
COVID-19 Collapse,668.95
COVID-19 Collapse,400.55
COVID-19 Collapse,607.05
COVID-19 Collapse,694.03
COVID-19 Collapse,559.63
COVID-19 Collapse,423.35
Recovery & Surge,1594.61
Recovery & Surge,1861.6
Recovery & Surge,1499.71
Recovery & Surge,1548.0
Recovery & Surge,1927.27
Recovery & Surge,1551.72
Recovery & Surge,1682.89
Recovery & Surge,1789.19
Recovery & Surge,1504.14
Ukraine War Shock,2180.43
Ukraine War Shock,2074.57
Ukraine War Shock,2057.51
Ukraine War Shock,2188.93
Ukraine War Shock,1763.76
Ukraine War Shock,2029.82
Ukraine War Shock,1888.15
Ukraine War Shock,1944.89
Ukraine War Shock,2150.71
Ukraine War Shock,1934.32
Stabilisation,1393.0
Stabilisation,1489.34
Stabilisation,1582.11
Stabilisation,1608.39
Stabilisation,1537.64
Stabilisation,1584.32
Stabilisation,1512.93
Stabilisation,1495.99
Stabilisation,1273.49
Gaza-Israel Conflict,1476.33
Gaza-Israel Conflict,1390.7
Gaza-Israel Conflict,1565.96
Gaza-Israel Conflict,1453.56
Gaza-Israel Conflict,1684.68
Gaza-Israel Conflict,1555.5
Gaza-Israel Conflict,1450.83
Gaza-Israel Conflict,1639.22
Gaza-Israel Conflict,1423.17
Gaza-Israel Conflict,1444.41
Gaza-Israel Conflict,1460.73
Gaza-Israel Conflict,1401.37
Gaza-Israel Conflict,1646.64
Gaza-Israel Conflict,1564.51
Pre-Iran Escalation,1328.7
Pre-Iran Escalation,1677.61
Pre-Iran Escalation,1537.28
Pre-Iran Escalation,1665.31
Pre-Iran Escalation,1560.93
Pre-Iran Escalation,1580.38
Pre-Iran Escalation,1425.31
Pre-Iran Escalation,1645.11
Pre-Iran Escalation,1386.47
Pre-Iran Escalation,1828.87
Pre-Iran Escalation,1453.22
Pre-Iran Escalation,1369.03
US-Iran War Conflict,3847.18
US-Iran War Conflict,2749.3
US-Iran War Conflict,4430.04
US-Iran War Conflict,4338.93
Pre-Pandemic Baseline,404.65
Pre-Pandemic Baseline,355.05
Pre-Pandemic Baseline,363.9
Pre-Pandemic Baseline,391.13
Pre-Pandemic Baseline,404.8
Pre-Pandemic Baseline,353.94
Pre-Pandemic Baseline,370.1
Pre-Pandemic Baseline,384.47
Pre-Pandemic Baseline,336.99
Pre-Pandemic Baseline,362.37
Pre-Pandemic Baseline,362.43
Pre-Pandemic Baseline,366.38
Pre-Pandemic Baseline,391.27
Pre-Pandemic Baseline,353.63
COVID-19 Collapse,84.7
COVID-19 Collapse,147.17
COVID-19 Collapse,108.76
COVID-19 Collapse,107.57
COVID-19 Collapse,142.95
COVID-19 Collapse,135.66
COVID-19 Collapse,126.7
COVID-19 Collapse,103.82
COVID-19 Collapse,110.44
COVID-19 Collapse,135.24
COVID-19 Collapse,122.81
COVID-19 Collapse,153.53
COVID-19 Collapse,210.96
COVID-19 Collapse,184.33
COVID-19 Collapse,224.7
Recovery & Surge,445.84
Recovery & Surge,506.88
Recovery & Surge,484.98
Recovery & Surge,481.37
Recovery & Surge,519.82
Recovery & Surge,517.72
Recovery & Surge,569.48
Recovery & Surge,422.25
Recovery & Surge,431.62
Ukraine War Shock,648.83
Ukraine War Shock,564.6
Ukraine War Shock,543.95
Ukraine War Shock,680.64
Ukraine War Shock,530.47
Ukraine War Shock,567.13
Ukraine War Shock,552.08
Ukraine War Shock,597.57
Ukraine War Shock,530.07
Ukraine War Shock,558.48
Stabilisation,456.68
Stabilisation,425.64
Stabilisation,439.8
Stabilisation,417.83
Stabilisation,379.23
Stabilisation,380.74
Stabilisation,433.62
Stabilisation,454.87
Stabilisation,408.43
Gaza-Israel Conflict,402.58
Gaza-Israel Conflict,372.09
Gaza-Israel Conflict,456.34
Gaza-Israel Conflict,442.65
Gaza-Israel Conflict,386.38
Gaza-Israel Conflict,440.53
Gaza-Israel Conflict,405.07
Gaza-Israel Conflict,371.5
Gaza-Israel Conflict,392.49
Gaza-Israel Conflict,420.65
Gaza-Israel Conflict,440.4
Gaza-Israel Conflict,404.04
Gaza-Israel Conflict,442.01
Gaza-Israel Conflict,458.04
Pre-Iran Escalation,399.78
Pre-Iran Escalation,411.06
Pre-Iran Escalation,465.66
Pre-Iran Escalation,443.62
Pre-Iran Escalation,474.29
Pre-Iran Escalation,487.72
Pre-Iran Escalation,450.67
Pre-Iran Escalation,438.4
Pre-Iran Escalation,407.66
Pre-Iran Escalation,501.26
Pre-Iran Escalation,450.69
Pre-Iran Escalation,454.86
US-Iran War Conflict,886.31
US-Iran War Conflict,718.98
US-Iran War Conflict,1055.83
US-Iran War Conflict,1185.29
Pre-Pandemic Baseline,66.87
Pre-Pandemic Baseline,75.63
Pre-Pandemic Baseline,71.19
Pre-Pandemic Baseline,71.83
Pre-Pandemic Baseline,67.68
Pre-Pandemic Baseline,72.3
Pre-Pandemic Baseline,74.65
Pre-Pandemic Baseline,67.25
Pre-Pandemic Baseline,73.19
Pre-Pandemic Baseline,74.9
Pre-Pandemic Baseline,67.96
Pre-Pandemic Baseline,69.12
Pre-Pandemic Baseline,77.16
Pre-Pandemic Baseline,59.94
COVID-19 Collapse,29.29
COVID-19 Collapse,22.78
COVID-19 Collapse,27.96
COVID-19 Collapse,30.53
COVID-19 Collapse,26.76
COVID-19 Collapse,32.96
COVID-19 Collapse,34.04
COVID-19 Collapse,23.72
COVID-19 Collapse,22.55
COVID-19 Collapse,34.24
COVID-19 Collapse,32.51
COVID-19 Collapse,22.97
COVID-19 Collapse,20.08
COVID-19 Collapse,27.26
COVID-19 Collapse,37.96
Recovery & Surge,75.97
Recovery & Surge,97.97
Recovery & Surge,92.83
Recovery & Surge,91.14
Recovery & Surge,98.93
Recovery & Surge,101.36
Recovery & Surge,87.66
Recovery & Surge,86.66
Recovery & Surge,90.99
Ukraine War Shock,111.55
Ukraine War Shock,117.69
Ukraine War Shock,100.09
Ukraine War Shock,107.35
Ukraine War Shock,95.32
Ukraine War Shock,100.85
Ukraine War Shock,106.6
Ukraine War Shock,104.44
Ukraine War Shock,101.19
Ukraine War Shock,115.6
Stabilisation,73.4
Stabilisation,76.01
Stabilisation,84.12
Stabilisation,75.68
Stabilisation,83.69
Stabilisation,87.72
Stabilisation,73.3
Stabilisation,79.52
Stabilisation,67.81
Gaza-Israel Conflict,70.39
Gaza-Israel Conflict,71.4
Gaza-Israel Conflict,85.83
Gaza-Israel Conflict,72.33
Gaza-Israel Conflict,79.74
Gaza-Israel Conflict,74.73
Gaza-Israel Conflict,85.94
Gaza-Israel Conflict,73.27
Gaza-Israel Conflict,82.47
Gaza-Israel Conflict,79.29
Gaza-Israel Conflict,78.98
Gaza-Israel Conflict,78.27
Gaza-Israel Conflict,86.33
Gaza-Israel Conflict,93.82
Pre-Iran Escalation,70.15
Pre-Iran Escalation,85.9
Pre-Iran Escalation,79.47
Pre-Iran Escalation,93.53
Pre-Iran Escalation,89.09
Pre-Iran Escalation,80.02
Pre-Iran Escalation,83.48
Pre-Iran Escalation,89.26
Pre-Iran Escalation,85.91
Pre-Iran Escalation,88.35
Pre-Iran Escalation,75.21
Pre-Iran Escalation,76.81
US-Iran War Conflict,148.43
US-Iran War Conflict,208.9
US-Iran War Conflict,182.55
US-Iran War Conflict,245.53
Pre-Pandemic Baseline,159.18
Pre-Pandemic Baseline,151.08
Pre-Pandemic Baseline,155.97
Pre-Pandemic Baseline,150.84
Pre-Pandemic Baseline,166.3
Pre-Pandemic Baseline,166.27
Pre-Pandemic Baseline,156.32
Pre-Pandemic Baseline,156.17
Pre-Pandemic Baseline,154.0
Pre-Pandemic Baseline,157.95
Pre-Pandemic Baseline,165.46
Pre-Pandemic Baseline,177.02
Pre-Pandemic Baseline,167.07
Pre-Pandemic Baseline,154.7
COVID-19 Collapse,52.5
COVID-19 Collapse,37.2
COVID-19 Collapse,54.19
COVID-19 Collapse,54.15
COVID-19 Collapse,44.92
COVID-19 Collapse,65.73
COVID-19 Collapse,59.26
COVID-19 Collapse,59.68
COVID-19 Collapse,63.71
COVID-19 Collapse,53.09
COVID-19 Collapse,55.4
COVID-19 Collapse,54.67
COVID-19 Collapse,60.37
COVID-19 Collapse,57.43
COVID-19 Collapse,51.0
Recovery & Surge,204.1
Recovery & Surge,232.21
Recovery & Surge,194.04
Recovery & Surge,174.55
Recovery & Surge,189.11
Recovery & Surge,251.7
Recovery & Surge,207.13
Recovery & Surge,219.16
Recovery & Surge,209.35
Ukraine War Shock,238.73
Ukraine War Shock,272.41
Ukraine War Shock,254.33
Ukraine War Shock,249.54
Ukraine War Shock,213.13
Ukraine War Shock,240.64
Ukraine War Shock,202.66
Ukraine War Shock,231.97
Ukraine War Shock,221.27
Ukraine War Shock,233.9
Stabilisation,167.71
Stabilisation,168.07
Stabilisation,177.12
Stabilisation,192.84
Stabilisation,196.94
Stabilisation,165.83
Stabilisation,174.58
Stabilisation,189.39
Stabilisation,175.68
Gaza-Israel Conflict,171.73
Gaza-Israel Conflict,172.09
Gaza-Israel Conflict,171.86
Gaza-Israel Conflict,196.61
Gaza-Israel Conflict,176.64
Gaza-Israel Conflict,192.98
Gaza-Israel Conflict,192.42
Gaza-Israel Conflict,176.38
Gaza-Israel Conflict,184.72
Gaza-Israel Conflict,185.66
Gaza-Israel Conflict,198.69
Gaza-Israel Conflict,182.49
Gaza-Israel Conflict,181.95
Gaza-Israel Conflict,202.5
Pre-Iran Escalation,183.59
Pre-Iran Escalation,177.44
Pre-Iran Escalation,214.85
Pre-Iran Escalation,185.47
Pre-Iran Escalation,171.77
Pre-Iran Escalation,210.14
Pre-Iran Escalation,195.84
Pre-Iran Escalation,213.03
Pre-Iran Escalation,172.56
Pre-Iran Escalation,191.15
Pre-Iran Escalation,187.47
Pre-Iran Escalation,193.76
US-Iran War Conflict,386.84
US-Iran War Conflict,407.89
US-Iran War Conflict,444.52
US-Iran War Conflict,532.08
Pre-Pandemic Baseline,3808.95
Pre-Pandemic Baseline,3506.97
Pre-Pandemic Baseline,3559.82
Pre-Pandemic Baseline,3464.53
Pre-Pandemic Baseline,3544.57
Pre-Pandemic Baseline,3643.02
Pre-Pandemic Baseline,4100.64
Pre-Pandemic Baseline,3998.91
Pre-Pandemic Baseline,3622.81
Pre-Pandemic Baseline,3681.62
Pre-Pandemic Baseline,3314.3
Pre-Pandemic Baseline,3756.98
Pre-Pandemic Baseline,3790.96
Pre-Pandemic Baseline,3722.28
COVID-19 Collapse,1425.97
COVID-19 Collapse,843.21
COVID-19 Collapse,1330.12
COVID-19 Collapse,1292.64
COVID-19 Collapse,1022.71
COVID-19 Collapse,1337.73
COVID-19 Collapse,1401.71
COVID-19 Collapse,1356.59
COVID-19 Collapse,1179.74
COVID-19 Collapse,1535.21
COVID-19 Collapse,2023.36
COVID-19 Collapse,1390.25
COVID-19 Collapse,1383.7
COVID-19 Collapse,2047.97
COVID-19 Collapse,2282.58
Recovery & Surge,4571.24
Recovery & Surge,4568.4
Recovery & Surge,5081.06
Recovery & Surge,3918.31
Recovery & Surge,5105.71
Recovery & Surge,5285.78
Recovery & Surge,4691.17
Recovery & Surge,5160.25
Recovery & Surge,4114.61
Ukraine War Shock,6711.17
Ukraine War Shock,6143.36
Ukraine War Shock,5447.93
Ukraine War Shock,5993.65
Ukraine War Shock,4963.04
Ukraine War Shock,5554.4
Ukraine War Shock,5329.97
Ukraine War Shock,5973.97
Ukraine War Shock,5043.57
Ukraine War Shock,5148.67
Stabilisation,4166.18
Stabilisation,3791.17
Stabilisation,4080.74
Stabilisation,4393.57
Stabilisation,4793.83
Stabilisation,4698.85
Stabilisation,4538.85
Stabilisation,3765.2
Stabilisation,3815.86
Gaza-Israel Conflict,4177.82
Gaza-Israel Conflict,3766.06
Gaza-Israel Conflict,4099.75
Gaza-Israel Conflict,3650.34
Gaza-Israel Conflict,3922.32
Gaza-Israel Conflict,4062.03
Gaza-Israel Conflict,4556.54
Gaza-Israel Conflict,4306.5
Gaza-Israel Conflict,3866.42
Gaza-Israel Conflict,3968.11
Gaza-Israel Conflict,4477.84
Gaza-Israel Conflict,3944.19
Gaza-Israel Conflict,4450.45
Gaza-Israel Conflict,4013.72
Pre-Iran Escalation,3924.69
Pre-Iran Escalation,3966.74
Pre-Iran Escalation,4681.22
Pre-Iran Escalation,4424.34
Pre-Iran Escalation,4729.81
Pre-Iran Escalation,4013.22
Pre-Iran Escalation,3673.92
Pre-Iran Escalation,4504.06
Pre-Iran Escalation,4441.16
Pre-Iran Escalation,4658.81
Pre-Iran Escalation,4030.33
Pre-Iran Escalation,3863.52
US-Iran War Conflict,10246.83
US-Iran War Conflict,9848.51
US-Iran War Conflict,9041.87
US-Iran War Conflict,9704.47
Pre-Pandemic Baseline,1435.09
Pre-Pandemic Baseline,1639.1
Pre-Pandemic Baseline,1376.16
Pre-Pandemic Baseline,1423.21
Pre-Pandemic Baseline,1295.2
Pre-Pandemic Baseline,1314.42
Pre-Pandemic Baseline,1424.82
Pre-Pandemic Baseline,1418.4
Pre-Pandemic Baseline,1399.35
Pre-Pandemic Baseline,1338.95
Pre-Pandemic Baseline,1292.83
Pre-Pandemic Baseline,1330.38
Pre-Pandemic Baseline,1492.61
Pre-Pandemic Baseline,1463.7
COVID-19 Collapse,459.61
COVID-19 Collapse,444.66
COVID-19 Collapse,340.09
COVID-19 Collapse,506.34
COVID-19 Collapse,595.91
COVID-19 Collapse,396.52
COVID-19 Collapse,460.05
COVID-19 Collapse,467.0
COVID-19 Collapse,436.26
COVID-19 Collapse,670.23
COVID-19 Collapse,517.82
COVID-19 Collapse,929.06
COVID-19 Collapse,493.01
COVID-19 Collapse,570.17
COVID-19 Collapse,865.95
Recovery & Surge,1750.44
Recovery & Surge,1634.33
Recovery & Surge,1797.08
Recovery & Surge,1872.18
Recovery & Surge,1914.87
Recovery & Surge,1812.83
Recovery & Surge,1916.51
Recovery & Surge,1501.83
Recovery & Surge,1829.56
Ukraine War Shock,2442.19
Ukraine War Shock,2272.14
Ukraine War Shock,2355.95
Ukraine War Shock,2104.6
Ukraine War Shock,2064.39
Ukraine War Shock,2348.48
Ukraine War Shock,2194.45
Ukraine War Shock,2108.67
Ukraine War Shock,2047.43
Ukraine War Shock,2021.57
Stabilisation,1690.28
Stabilisation,1504.41
Stabilisation,1645.03
Stabilisation,1708.63
Stabilisation,1806.03
Stabilisation,1595.49
Stabilisation,1664.42
Stabilisation,1765.17
Stabilisation,1464.71
Gaza-Israel Conflict,1427.08
Gaza-Israel Conflict,1459.33
Gaza-Israel Conflict,1622.86
Gaza-Israel Conflict,1479.69
Gaza-Israel Conflict,1636.98
Gaza-Israel Conflict,1697.58
Gaza-Israel Conflict,1551.9
Gaza-Israel Conflict,1585.22
Gaza-Israel Conflict,1628.69
Gaza-Israel Conflict,1763.25
Gaza-Israel Conflict,1572.6
Gaza-Israel Conflict,1690.1
Gaza-Israel Conflict,1859.6
Gaza-Israel Conflict,1738.45
Pre-Iran Escalation,1363.53
Pre-Iran Escalation,1693.23
Pre-Iran Escalation,1682.29
Pre-Iran Escalation,1723.93
Pre-Iran Escalation,1500.87
Pre-Iran Escalation,1723.55
Pre-Iran Escalation,1616.81
Pre-Iran Escalation,1629.0
Pre-Iran Escalation,1707.04
Pre-Iran Escalation,1592.72
Pre-Iran Escalation,1671.44
Pre-Iran Escalation,1795.63
US-Iran War Conflict,4038.01
US-Iran War Conflict,3435.82
US-Iran War Conflict,4003.23
US-Iran War Conflict,4295.97
Pre-Pandemic Baseline,487.31
Pre-Pandemic Baseline,468.96
Pre-Pandemic Baseline,478.43
Pre-Pandemic Baseline,443.76
Pre-Pandemic Baseline,509.91
Pre-Pandemic Baseline,453.56
Pre-Pandemic Baseline,422.02
Pre-Pandemic Baseline,516.48
Pre-Pandemic Baseline,447.63
Pre-Pandemic Baseline,515.73
Pre-Pandemic Baseline,456.64
Pre-Pandemic Baseline,464.94
Pre-Pandemic Baseline,430.11
Pre-Pandemic Baseline,433.57
COVID-19 Collapse,125.47
COVID-19 Collapse,126.39
COVID-19 Collapse,158.78
COVID-19 Collapse,206.56
COVID-19 Collapse,228.39
COVID-19 Collapse,127.02
COVID-19 Collapse,228.98
COVID-19 Collapse,142.32
COVID-19 Collapse,142.8
COVID-19 Collapse,183.95
COVID-19 Collapse,238.8
COVID-19 Collapse,207.56
COVID-19 Collapse,260.79
COVID-19 Collapse,207.1
COVID-19 Collapse,199.61
Recovery & Surge,646.36
Recovery & Surge,557.76
Recovery & Surge,663.21
Recovery & Surge,594.68
Recovery & Surge,555.23
Recovery & Surge,694.5
Recovery & Surge,645.6
Recovery & Surge,580.09
Recovery & Surge,537.62
